Gene_Name	HLA-A	HLA-B	HLA-C	HLA-DMA	HLA-DMB	HLA-DOA	HLA-DOB	HLA-DPA1	HLA-DPB1	HLA-DPB2	HLA-DQA1	HLA-DQA2	HLA-DQB1	HLA-DRA	HLA-DRB1	HLA-DRB5	HLA-E	HLA-F	HLA-H	HLA-J	HLA-L
CGGA_1001	515.96	1337.39	238.72	636.79	276	77.09	1.75	1544.51	589.65	1.45	605.23	0.45	686.17	2059.88	1624.46	1157.15	534.04	139.28	6.9	0.39	0.55
CGGA_1006	112.74	406.33	56.1	31.27	40.71	7.47	1.02	202.35	74.1	0.29	1.61	1.48	1.41	170.15	17.51	0.43	149.96	62.55	7.84	0.07	0.23
CGGA_1007	182.44	643.55	66.82	35.35	19.78	3.26	0.5	103.63	36.94	0.24	17.72	0.11	45.29	146.93	131.43	85.98	405.26	32.04	0.97	0.95	0.55
CGGA_1011	406.55	469.09	95.99	210.4	143.1	38.61	3.18	1279.69	476.04	1.09	8.28	22.27	1.86	1268.71	144.81	11.75	262.78	35.68	5.72	0.14	1.24
CGGA_1015	557.74	940.64	990.65	162.37	136.25	22.11	2.29	652.91	268.84	1.64	113.41	0.07	76.35	731.72	325.11	49.42	506.02	87.12	4.08	0.86	0.93
CGGA_1019	551.99	484.92	44.14	93.26	64.6	9.02	0.24	287.35	111.72	0.3	76.25	0.04	281.54	298.91	438.96	399.09	230.17	46.71	9.57	2.03	0.81
CGGA_1022	557.25	236.35	118.38	72.67	49.29	11.16	0.55	181.39	62.1	0.61	1.37	2.8	0.11	290.93	34.92	0.5	265.88	36.12	4.58	0.3	0.72
CGGA_1023	433.57	148.01	20.35	34.65	8.23	1.7	10.04	57.22	18.71	0	15.03	0.92	25.23	58.54	11.37	0.9	140.13	28.68	9.81	5.86	0.51
CGGA_1024	412.78	254.59	58.01	34.67	27.52	7.3	0.18	213.04	66.21	0	20.08	0.92	12.61	199.55	43.85	6.14	172.15	33.54	2.55	1.45	0.84
CGGA_1026	494.09	382.9	50.74	34.8	34.73	6.01	1.28	130.11	42.62	0.31	1.35	2.25	0.21	200.84	20.52	1.55	301.32	59.01	9.92	0	1.12
CGGA_1034	256.11	215.96	16.32	51.53	49.7	14.53	1.79	243.26	65.49	0.06	2.37	1.8	0.11	344.57	33.68	5.48	188.58	37.03	11.13	0.52	0.31
CGGA_1035	661.97	904.35	40.75	44.98	20.89	9.73	1.23	138.36	96.19	0.35	23.68	0.2	37.88	228.56	35.31	9.94	164.94	35.55	1.63	1.65	1.17
CGGA_1039	228.32	96.93	23.67	17.57	20.3	2.93	0.15	67.34	33.59	0	10.35	0.08	9.36	74.31	80.49	69.74	76.46	11.13	3.44	0.33	1.45
CGGA_1045	847.69	1626.28	171.31	78.37	57.92	7.62	1.31	268.93	99.94	0.17	71.35	5.23	96.96	518.82	106.42	7.64	349.58	167.79	65.67	6	0.98
CGGA_1049	219.33	377.76	62.05	23.63	13.68	1.96	0.69	45.79	22.54	0.24	16.5	1.39	7.91	129.59	13.66	0.45	175.08	17.14	2.59	1.85	0.46
CGGA_1052	137.96	355.77	221.53	39.32	27.09	7.08	0.85	248.2	149.02	0.39	65.36	3.13	63.33	358.25	51.54	2.55	188.34	61.25	2.09	1.57	0.37
CGGA_1072	726.06	793.98	1069.29	30.08	34.69	5.62	0.25	152.56	25.74	0.04	86.22	1.8	28.31	251.8	23.99	1.21	191.24	99.48	9.17	0.56	1.37
CGGA_1077	99.05	298.89	102.31	80.31	59.52	3.29	1.26	133.92	80.93	0.08	1.47	1.3	0.82	156.52	34.46	4.1	351.86	91.91	1.09	0.97	0.24
CGGA_1078	526.74	664.39	55.63	104.84	69.38	28.41	1.28	591.85	353.56	0.8	70.06	0.52	43.73	619.07	101.72	21.53	264.78	53.3	1.4	0.32	0.67
CGGA_1079	380.97	256.48	61.54	86.26	70.97	15.26	0.71	586.29	51.83	0.37	104.29	2.32	81.73	707.96	406.42	208.95	283.55	45	2.77	0.56	0.55
CGGA_1081	362.44	152.79	21.91	28.87	20.72	4.34	1.94	144.87	50.84	0.27	35.41	2.03	9.62	200.13	18.25	1.22	175.75	26.59	6.85	0.45	0.36
CGGA_1083	285.04	461.02	92.61	156.52	140.55	48.25	1.41	530.42	183.48	0.44	61.95	0.47	77.87	763.34	88.34	1.88	310.98	55.88	15.2	0.32	0.72
CGGA_1091	480.33	498.75	246.48	31.24	15.98	3.79	0.25	61.78	14.04	0.07	7.33	0.15	14.34	92.59	9.78	3.23	132.16	33.37	24.85	0.41	1.23
CGGA_1109	124.12	153.17	13.59	36.61	24.73	5.34	0.26	107.38	35.68	0.23	0.75	1.01	0.75	186.82	21.15	7.56	160.41	23.51	3.74	0.45	0.46
CGGA_1124	1268.24	1312.81	118.01	140.86	108.06	23.63	1.91	368.08	238.42	0.2	149.95	12.68	61.71	1221.87	398.34	62.2	440.89	127.47	13.5	1.55	2.48
CGGA_1139	310.33	366.81	261.87	40.39	23.13	5.65	0.29	196.17	78	0.42	41.32	1.67	22.12	314.74	29.22	1.34	265.74	40.6	0.86	3.66	0.69
CGGA_1140	199.66	96.23	19.4	21.27	18.02	2.63	0.62	62.33	31.38	0.2	0.43	0.78	0.09	65.21	7.69	1.23	84.9	21.62	0.61	0.21	2.24
CGGA_1145	504.29	669.25	425.72	157.13	113.67	11.22	1.04	218.75	70.38	0.49	33.47	0.35	45.82	490.22	67.8	0.25	289.48	66.94	11.6	1.6	0.62
CGGA_1171	329.9	244.86	74.12	150.83	139.64	31.22	2.15	468.18	73.45	0.97	146.74	7.6	40.45	844.87	72.17	10.61	429.49	70.14	0.78	1.96	1.05
CGGA_1177	664.56	1173.68	71.9	50.88	32.96	2.97	0.14	162.45	84.63	0.07	0.64	0	0.67	211.58	29.55	16.77	313.98	64.83	47.27	1.65	0.61
CGGA_1180	717.74	373.91	65.11	45.1	27.26	4.83	1.57	224.38	108.88	0.35	2.15	0.82	1.24	263.06	41.24	4.71	269.61	67.46	49.79	1.27	1.11
CGGA_1188	393.19	515.72	289.43	75.19	28.91	11.24	2.11	281.71	70.26	0.86	100.44	4.05	50.99	280.89	58.66	1.45	291.67	93.9	2.15	0.26	0.89
CGGA_1214	352.17	535.95	42.33	26.97	17.44	1.64	0.17	81.85	27.34	0.06	8.21	0.53	8.49	111.14	51.13	11.27	162.19	36.7	2.98	0.81	0.43
CGGA_1216	369.74	149.35	114.45	66.72	41.81	9.37	0.82	281.8	137.77	0.12	0.12	4.55	0.39	321.3	71.98	1.41	186.58	33.26	7.99	0.56	0.46
CGGA_1218	198.68	308.09	37.11	137.25	106.94	22.74	2.69	513.13	178.41	1.61	110.34	19.66	67.59	933.11	117.7	6.46	265.01	60.59	4.16	1.6	0.93
CGGA_1224	1026.22	1837.98	178.53	345.83	212.05	45.78	3.19	1136.64	459.14	2.99	5.6	11.89	3.7	1639.53	271.11	135.6	570.11	152.46	62.9	0.79	0.53
CGGA_1234	930.02	182.85	328.65	81.35	79.47	18.6	1.71	380.6	134.33	0.48	8.28	8.02	2.31	718.23	83.7	13.89	225.42	44.68	15.8	0.39	0.39
CGGA_1237	591.47	977.01	1142.55	55.19	38.37	8.05	0.68	235.63	85.81	0.62	53.22	4.67	24.12	373.31	41.39	1.86	217.58	81.43	45.11	1.22	0.31
CGGA_1240	712.74	993.83	213.48	60.74	56.56	4.85	0.57	110.76	28.15	0.73	44.17	2.34	27.01	255.05	29.41	3.25	190.69	41.8	4.61	1.17	0.69
CGGA_1251	250.69	99.86	23.88	45.2	65.88	5.09	0.17	178.89	71.39	0.37	18.15	1.69	9.67	170.34	29.58	1.5	166.08	16.84	2.8	0	0.34
CGGA_1258	847.88	1028.29	124.35	71.36	39.59	5.59	0.9	338.77	39.28	0.16	58.98	0.46	49.72	413.63	44.53	1.54	261.61	71.45	49.38	2.32	0.36
CGGA_1263	234.46	87.33	7.53	54.19	24.28	2.99	0.91	153.13	49.52	0.17	27.41	2.33	53.88	250.65	22.4	1.67	106.27	29.83	4.47	1.38	1.06
CGGA_1270	317.58	748.72	35.56	111.06	57.64	8.07	2.95	321.8	124.63	0.28	70.95	5.97	192.2	440.24	115.08	6.14	203.62	61.35	0.46	0.91	0.95
CGGA_1271	171.82	184.22	172.46	40.39	25.38	11.56	1.29	124.37	50.61	0.28	1.86	1.89	0.29	158.78	20.41	0.05	124.12	23.51	14.27	1.18	0.57
CGGA_1272	92.64	194.42	154.92	36.53	18.51	6.49	2.73	134.64	60.05	0	61.11	0.26	39.16	174.99	98.57	63.84	85.8	21.73	0.7	1.27	1.09
CGGA_1280	85.21	120.11	29.62	46.23	46.59	6.29	2.57	130.03	53.68	0.33	79.99	1.08	24.84	271.4	97	77.05	318.3	15.94	6.55	0.34	0.81
CGGA_1281	72.3	95.64	60.06	13.26	6.8	1.53	0	34.89	15.17	0.16	4.49	0.04	6.07	38.62	42.7	34.2	88.84	8.66	4.59	0.53	0.59
CGGA_1283	172.69	208.28	62.45	10.85	6.95	1.47	0.29	41.87	20.61	0	9.29	0	5.73	51.58	7.44	3.24	82.27	13.84	0.13	0	0.28
CGGA_1284	851.44	1071.36	47.34	73.92	87.96	8.95	0.58	169.7	107.5	0.05	90.32	0	76.85	363.43	403.65	232.58	338.89	91.09	14.52	1.76	0.81
CGGA_1285	419.08	768.44	265.54	156.21	38	8.38	10.56	275.45	150.04	0.13	55.65	0.15	97.82	269.57	260.03	279.66	297.24	123.74	23.84	0.24	0.79
CGGA_1292	174.48	179.31	92.38	26.66	30.15	4.26	0.56	110	59.45	0.48	1.86	2.21	0.79	117.27	12.78	1.23	88.88	16.68	1.59	0.16	0.42
CGGA_1299	827.15	670.42	98.33	43.16	21.17	14.62	0.87	265.66	83.81	0.5	0.09	2.53	0.31	268.88	46.09	2.66	291.02	65.04	4.81	1.33	0.96
CGGA_1301	583.07	378.13	110.69	82.43	78.96	17.58	0.97	304.77	132.51	0.63	68.44	5.06	40.53	531.16	62.7	0.21	233.7	67.88	28.98	0.96	1.77
CGGA_1313	307.29	365.02	299.06	58.8	47.61	4.57	0.64	132.49	36.06	0.15	19.96	0	28.65	231.81	25.2	0	203.68	30.6	2.14	0.42	0.74
CGGA_1320	110.55	192.06	155.09	37.47	13.18	2.91	0.7	111.75	43.14	0.16	11.16	0	45.3	121.84	72.45	101.38	159.66	43.24	0.88	1.41	0.53
CGGA_1332	364.29	172.96	80.26	17.38	10.25	3.65	0.67	53.27	16.97	0.28	15.72	0.38	9.5	102.93	13.58	1.1	173.31	33.62	0.38	0.4	0.23
CGGA_1338	513.65	682.83	61	50.33	31.74	7.76	0.68	155.35	101.66	0.17	54.78	1.95	47.96	420.36	55.19	4.73	203.83	74.6	44.18	0.89	1.28
CGGA_1340	248.54	137.91	25.12	19.71	15.58	2.4	0.28	82.12	16.11	0.05	0.16	0.26	0.08	93.71	9.3	0	95.87	15.62	4.29	0.91	0.87
CGGA_1342	732.46	464.39	191.52	44.06	25.96	10.22	0.69	159.88	69.33	0	29.58	0.69	19.21	346.85	123.59	22.08	286.47	62.53	5.56	3.65	2.01
CGGA_1343	70.41	81.27	17.8	6.05	5.58	1.31	0.13	35.48	12.31	0	4.72	0.17	6.66	38.12	15.05	3.62	68.24	5.52	0.61	0.46	0.69
CGGA_1346	596.37	413.41	29.28	58.21	46.16	3.51	0.81	174.1	68.85	0.3	37.08	0.22	20.38	226.55	21.17	0.69	181.32	33.96	2.53	0.19	0.79
CGGA_1370	399.61	219.73	64.06	16.1	11.69	3.96	0.16	50.17	30.24	0	0.65	0.59	0.54	85.74	12.75	3.17	83.05	16.74	4.72	0.09	0.17
CGGA_1393	320.26	294.47	277.84	58.87	26.86	5.48	0.98	180.78	72.15	0.89	33.45	0.86	32.04	280.2	187.88	153.49	190.66	50.88	0.7	2.54	1.06
CGGA_1408	488.97	266.36	139.58	149.53	143.61	35.81	4.11	726.62	257.3	1.22	3.88	21.99	2.6	1165.28	101.49	1.09	296.07	71.38	4.26	0.72	1.11
CGGA_1411	288.92	277.44	248.71	99.07	110.83	17.32	1.17	246.13	157.09	0.28	90	5.63	35.45	710.39	70.54	10.2	357.96	60.52	0.9	1.43	0.74
CGGA_235	213.28	66.53	121.49	7.88	6.2	0.43	0	29.59	17.23	0	0	0.05	0	25.68	1.33	0.28	74.98	12.48	11.09	0.2	0.55
CGGA_269	471.85	522.61	75.19	178.29	116.66	53.57	1.65	688.86	280.5	0.53	169.86	6.18	244.05	1067.94	716.24	455.34	373.51	57.72	7.07	2.14	0.94
CGGA_272	913.07	642.82	142.71	72.12	57.5	8.18	0.64	274.42	70.59	0.35	54.81	2.99	16.48	418.55	187.85	132.5	159.63	45.47	9.24	0.64	0.88
CGGA_274	206.11	543.79	64.84	43.38	32.59	4.56	1.44	122.44	31.81	0.5	0.67	0.26	1.18	258.55	35.44	1.22	186.39	55.7	4.61	2.55	0.56
CGGA_276	139.81	55.08	23.81	15.75	16.29	5.42	1.23	40.29	17.67	0.18	0.55	1.2	0.47	67.74	7.01	0.12	102.82	18.19	2.11	0.06	0.49
CGGA_309	544.61	517.14	55.82	101.87	99.92	18.5	2.05	680.45	200.91	0.74	170.91	9.11	193.11	1010.64	462.87	309.03	286.64	56.86	11.14	0.18	0.42
CGGA_318	679.07	399.02	94.12	34.63	18.7	5.97	2.37	155.15	70.76	0.21	1.74	2.8	1.37	287.48	25.06	2.2	194.61	47.16	22.56	2.37	1.24
CGGA_323	52.37	30.21	10.19	4.33	3.89	2.04	2.01	12.81	6.85	0.5	1.47	0.22	1.77	17.25	18.75	8.83	43.48	12.1	0.17	0.57	1.61
CGGA_330	348.75	327.59	37.84	154.68	118.1	32.77	2.73	990.58	298.77	0.84	99.16	0.75	49.01	1066.51	317.33	28	298.59	34.11	1.61	1.22	0.75
CGGA_413	601.48	462.75	433.84	40.54	31.41	13.98	0.44	307.61	142.64	0.27	1.34	3.7	0.74	234.1	17.91	0	314.69	35.87	7.47	0	0.62
CGGA_426	209.04	356.23	268	64.55	24.26	13.51	0.59	191.98	92.38	0	25.11	0.14	46.83	282.1	126.36	19.6	151.31	16.3	5.3	0.14	0.42
CGGA_448	445.38	402.07	134.86	69.56	83.39	11.79	0.53	189.48	40.43	0.23	2.57	2.46	0.09	348.38	46.39	8.53	310.1	60.04	6.88	1	0.7
CGGA_483	515.49	374.52	106.58	105.32	98.51	23.53	1.83	508.06	128.7	0.1	4.88	7.74	3.85	865.74	94.15	19.19	270.35	57.74	22.92	1.28	1.08
CGGA_488	112.6	70.48	67.73	10.62	5.34	1.31	0.98	18.91	9.82	0.05	2.82	0.08	35.69	63.56	35.14	32.88	37.06	9.33	0	0.06	1.27
CGGA_493	158.39	126.12	129.96	12.71	9.4	2.09	0.21	41.83	18.12	0	6.02	0	10.33	56.69	28.31	20.33	101.3	10.89	0.7	0.4	0.42
CGGA_494	69.5	107.83	23.26	12.06	9.69	4.34	0.07	85.66	38.13	0	10.85	0	15.75	67.31	10.8	0.06	104.92	15.33	0.48	0.54	1.29
CGGA_495	469.83	269.38	36.96	37.83	39.44	8.46	0.48	229.52	118.87	0.33	1.67	2.89	0.82	270.44	34.19	9.52	181.84	29.05	26.63	0.47	0.91
CGGA_499	322.18	244.98	150.83	20.31	15.07	5.7	0.77	84.62	33	0.35	12.19	0.18	7.57	131.94	70.78	41.45	65.93	21.53	15.12	0.75	0.99
CGGA_525	344.72	910.41	348.01	184.52	99.04	22.31	1.51	604.37	183.48	0.76	70.95	0.54	85.15	736.96	94.37	20.82	312.57	57.4	1.29	1.24	1.01
CGGA_541	88.87	51.93	15.86	6.73	4.62	3.92	1.57	17.6	9.85	0.4	1.89	0.32	2.41	33.07	4.21	0.22	72.87	11.86	2.07	0.21	1.02
CGGA_564	107.73	293.81	35.3	38.03	39.91	9.99	0.67	106.02	60.83	0.36	40.94	0.27	40.5	179.41	172.05	133.14	232.61	38.78	2.98	0.95	0.69
CGGA_565	126.19	21.48	35.38	13.42	13.62	2.71	0.13	46.5	16.82	0.1	4.5	0.16	8.48	71.67	9.8	0.78	113.39	10.49	7.47	0.06	0.54
CGGA_578	296.87	445.14	289.03	41.97	21.9	15.27	2.04	241.04	95.34	0.48	54.04	0.06	43.1	284.1	158.14	90.79	144.65	46.42	1.4	0.53	0.4
CGGA_599	50.87	109.22	20.37	24.8	23	3.12	0.26	64.1	31.7	0	0.23	0.16	0.07	83.88	11.6	1.15	179.81	18.96	1.35	0.47	0.47
CGGA_604	372.58	375.89	274.79	92.2	78.44	12.52	2.13	270.72	93.28	0.52	51.95	1.47	69.91	403.86	250.51	162.59	234.5	48.94	10.27	1.71	1.03
CGGA_616	374.51	342.21	197.26	52.68	34.16	6.04	0.72	212.72	86.97	0.38	1.28	1.6	0.81	234.71	27.71	6.49	136.79	19.26	16.96	0.79	0.7
CGGA_624	522.89	394.59	58.91	77.87	56.57	20.05	1.51	386.24	161.81	0.15	75.81	0.2	31.21	596.97	200.25	30.54	289.95	70.91	8.47	1.37	0.93
CGGA_630	230.82	180.8	19.41	13.61	11.42	1.78	0.38	39.8	16.89	0	1.02	0.64	0.22	45.98	6.08	1.03	127.48	21.63	21.37	0.33	0.71
CGGA_633	137.46	63.33	10.47	8.62	5.37	3.7	0.97	23.54	4.04	0.32	1.01	0.35	0.2	31.97	3.37	0.5	64.89	15.78	2.65	0.18	0.88
CGGA_638	182.81	177.51	20.66	60.32	49.96	5.56	0.16	138.22	28.17	0.9	36	1.4	19.01	168.58	95.16	92.45	140.62	21.3	8.52	0.23	0.13
CGGA_643	508.71	366.05	89.16	45.07	26.13	6.87	1.54	236.61	75.57	0.34	1.8	3.95	1.33	267.04	28.69	3.24	102.46	78.9	1.91	0.52	0.85
CGGA_658	135.32	319.22	12.7	68.67	77.42	14.61	1.55	233.13	88.83	0.32	68.98	1.61	61.53	457.37	221.19	152.05	185.5	19.49	0.63	1.16	0.75
CGGA_659	64.17	53.97	65.41	6.95	5.77	2.73	1.03	21.29	14.88	0.19	4.57	0.63	2.2	33.96	3.48	0.21	67.66	13.37	0.88	0.36	1.16
CGGA_661	561.84	388.34	95.84	137.12	186.68	29.24	3.91	510.38	92.55	1.6	162.29	12.14	145.13	1138.67	140.12	5.59	384.14	72.35	43.11	0.6	0.74
CGGA_669	64.84	50.97	8.9	3.24	2.59	0.22	0	7.28	6.82	0.05	0.03	0.04	0	7.53	1.16	0.24	69.92	9.63	4.99	0.32	1.09
CGGA_676	1031.14	590.98	83.29	73.26	60.88	15.09	1.38	332.33	92.86	0.85	55.55	0.18	27.48	337.38	190.34	133.57	321.17	61.93	37.17	0.25	0.66
CGGA_678	761.65	374.49	230.46	32.37	31.78	7.54	1.85	136.53	44.97	0.08	0.76	1.07	0.32	174.92	13.25	1.71	177.19	36.79	10.93	1.58	0.2
CGGA_679	306.29	1535.66	78.39	130.07	123.9	29.26	1.73	541.22	255.84	0.29	139.52	12.39	36.19	796.59	357.24	49.92	510.91	73.45	2.93	1.11	0.24
CGGA_680	149.92	200.44	14.6	33.28	33.56	10.91	0.48	179.11	70.54	0.6	0.61	0	0.09	237.7	19.95	1.18	112.43	36.19	10.18	0.1	1.39
CGGA_681	373.38	128.22	37.87	50.13	45.92	12.65	1.09	223.34	85.97	0.05	45.74	3.09	14.49	216.76	128.83	90.92	147.08	33.83	15.24	0.35	0.62
CGGA_700	103.12	130.11	74.9	10.85	22.38	0.29	0.9	19.02	5.29	0	0.61	0.04	0.62	24.27	7.16	1.29	98.74	7.55	0.99	0	0.19
CGGA_727	112.83	223.55	29.24	46.86	49.32	8.71	1.06	206.33	106.73	0.09	32.68	2.09	14.34	309.14	107.03	81.98	213.69	40.83	4.88	0.08	0.49
CGGA_731	482.32	117.53	149.74	34.33	35.68	5.78	0.15	80.82	23.74	0.07	21.19	1.27	10.3	165.46	18.49	3.25	180.68	33.25	1.46	1.78	0.22
CGGA_732	112.58	268.99	27.15	15.65	16.04	2.71	0.22	64.11	21.76	0.08	9.4	1.16	18.51	73.66	39.48	25.25	124.61	26.34	1.77	0.13	0.45
CGGA_766	119.35	73.13	11.08	16.72	14.32	4.32	0.52	93.91	63.98	0	20.96	0.57	15.56	100.48	15.62	0.85	76.15	14.12	1.39	0	0.72
CGGA_773	210.94	115.12	11.05	23.44	18.04	6.32	0.05	110.43	36.05	0.31	19.17	0.61	9.49	158.49	55.32	8.93	118.14	17.9	3.1	0.12	1.66
CGGA_782	216.6	205.85	146.5	118.54	78.47	30.25	1.01	366.56	88.99	0.61	3.47	3.97	1.2	734.12	93.38	30.44	251.33	38.08	1.63	1.27	0.99
CGGA_789	386.05	376.62	131.35	177.34	124.74	39.16	3.93	666.61	288	1.57	22.53	35.28	0.68	1235.68	200.48	13.13	396.3	74.9	3.47	1.71	1.64
CGGA_791	109.84	381.25	36.73	44.33	44.68	11.01	1.67	318.05	140.17	0.95	45.07	0.4	20.2	315.95	106.24	22.95	116.4	44.83	0.84	1.24	0.85
CGGA_796	258	115.23	63.17	23.47	24.1	9.36	0.25	128.08	45.79	0.07	15.07	0	24.09	150.11	86.75	61.06	399.61	41.19	1.29	2.36	0.49
CGGA_802	698.31	273.97	38.35	35.89	30.74	4.76	0.49	107.83	27.08	0.16	2.64	2.22	0.57	300.92	33.59	3.93	156.87	28.82	52	2.04	1.57
CGGA_804	235.83	386.68	214.56	87.28	74.38	19.72	2.06	443.14	170.95	0.12	2.94	0.39	0.6	466.95	53.91	18.09	236.92	36.55	18.2	0.88	0.37
CGGA_807	54.83	43.22	6.89	3.93	2.32	0.88	0	21.55	10.3	0.27	3.21	0.18	4.62	25.5	5.25	0.29	48.44	7.47	1.16	0	1.35
CGGA_808	223.41	125.88	71.48	91.29	116.53	25.71	0.86	282.18	202.08	0.26	180.69	3.56	123	654.89	262.13	210.36	240.64	34.01	0.98	0.85	0.53
CGGA_837	427.16	211.83	85.45	22.72	10.67	1.92	0.16	139.93	52.55	0	26.85	0	29.14	188.55	94.69	49.62	158.63	29.09	1.67	2.78	1.52
CGGA_842	628.56	393.3	304.13	53.19	30.44	6.9	0.31	233.07	108.65	0.08	25.27	1.11	26.71	237.25	92.97	18.91	140.1	26.04	12.9	1.26	1.26
CGGA_848	534.91	1113.16	108.45	64.25	50.09	10.22	2.23	362.89	155.42	0.28	103.71	1.77	133.54	380.02	251.86	155.24	249.03	83.49	10.34	0.07	0.17
CGGA_850	1066.8	559.7	101.56	33.94	26.23	7.73	0.38	205.44	86.69	0.47	29.59	0.16	11.81	297.52	85.28	14.88	247.31	50.52	5.29	0.78	0.41
CGGA_859	535.65	1656.81	85.25	62.81	39.23	7.22	0.56	185.55	44.59	0.64	2.21	3.1	1.32	450.74	69.7	7.16	309.05	75.91	5.81	5.28	1.81
CGGA_871	33.69	141.15	20.81	21.04	19.08	6.05	0.97	66.29	30.77	0.28	22.15	0.74	16.64	107.81	13.05	0.81	109.52	25.66	1	0.39	0.9
CGGA_876	909.67	984.56	533.87	261.49	264.98	79.97	1.32	1010.8	765.25	1.83	245.92	15.52	343.45	1578.58	812.03	638.29	478.3	77.02	21.72	0.33	1.51
CGGA_878	716.68	542.41	435.95	79.69	50.28	12.98	1.23	396.36	101.53	0.14	43.95	0.9	58.06	340.15	255.09	182.29	641.72	68.45	2.89	1.59	0.32
CGGA_902	316.48	151.98	23.77	23.82	12.18	2.44	0.29	57.2	21.19	0.05	9.06	0.68	15.12	87.01	13.67	1.21	88.74	18.89	10.63	0.44	0.7
CGGA_D02	445.41	218.76	71.93	92.62	41.91	12.55	2.96	383.2	219.76	0.23	145.94	5.51	62.28	677.58	284.74	243.96	493.48	46.71	3.63	4.63	1
CGGA_D03	1412.84	1661.65	2129.97	78.74	42.96	9.76	0.47	178.25	96.01	0.16	3.61	6.04	2.3	380.75	57.68	2.05	342.53	21.09	6.07	0.86	0.25
CGGA_D06	128.27	143.77	13.33	9	6.33	1.35	1.32	28.72	23.9	0.15	0.3	0.64	0.35	22.49	4.73	0.65	185.76	19.23	3.64	0.56	0.39
CGGA_D09	307.46	301.45	30.95	35.17	14.3	6.16	4.81	60.8	43.42	0.27	10.04	1.43	54.35	172.23	90.76	68.09	187.99	18.86	25.65	0.87	0.74
CGGA_D11	1921.51	2397.08	186.06	59.35	67.38	28.57	1.05	310.16	51.54	0.71	91.41	8.56	42.69	493.31	203.27	158.34	498.73	198.61	86.58	0.93	0.55
CGGA_D16	498.96	1046.08	366.4	71.66	75.81	18.76	1.33	349.89	199.58	0.34	54.26	0.19	84.72	478.56	59.33	1.17	313.27	52.23	0.67	0.27	0.42
CGGA_D18	1773.85	1235.62	82.25	66.32	48.9	17.27	4.69	301.69	144.91	0.53	144.39	1.74	233.73	565.59	255.83	142.68	322.12	150.12	11.08	0.38	0.86
CGGA_D26	883.78	264.51	37.13	62.58	26.43	13.1	0.22	165.86	62.51	0.16	30.36	0.67	15.22	252.52	133.84	15.08	187.6	42.29	43.17	0.8	1.34
CGGA_D32	828.17	994.8	732.62	42.84	18.16	7.69	0.19	197.46	112.7	0	21.14	1.16	58.13	228.24	129.47	99.92	176.2	45.27	15.54	0.73	0.73
CGGA_D35	683.08	1187.28	58.21	110.28	78.78	14.81	0.57	310.25	158.82	0.55	52.73	0.21	141.61	408.73	301.54	235.52	258.58	43.18	36.05	0.59	0.7
CGGA_D36	354.78	710.67	44.09	18.07	12.74	3.54	0.88	85.99	52.16	0.04	41.36	0.33	54.5	135.94	94.15	52.9	184.89	55.64	5.42	0.33	0.94
CGGA_D37	658.05	317.12	29.86	201.04	95.56	37.49	2.34	399.98	124.04	1.31	156.07	13.43	215.17	1207.91	544.36	335.92	353.28	77.52	10.33	2.24	1.47
CGGA_D44	489.36	342.35	213.3	15.51	10.3	3.33	0.69	44.29	24.64	0.36	14.34	1.45	5.54	92.88	8.89	1.38	131.54	22.19	18.83	0.76	0.44
CGGA_D51	567.53	970.58	93.56	79.99	69.72	20.54	0.72	278.22	157.81	0.26	103.18	1.66	120.32	495.8	554.96	397.53	364.08	110.23	3.59	6.38	1.09
CGGA_D57	295.05	258.26	34.35	60.19	33.35	12.12	1.37	183.78	113.6	0.23	58.02	7.43	91.81	546.97	259.87	174.12	278.65	30.12	3.01	2.3	0.63
CGGA_D58	249.28	190.47	189.53	48.16	24.61	6.76	0.56	83.44	51.1	0.19	1.93	1.73	0.36	164.95	26.86	2.71	144.41	25.25	1.37	0.89	0.46
CGGA_342	259.21	323.79	24.86	45.24	55.74	11.44	0.09	232.61	56.49	0.21	60.95	1.15	68.9	364.19	145.43	88.79	236.4	23.21	3.3	1.49	0.46
CGGA_719	46.99	87.01	36.55	25.01	27.01	6.34	1.25	123.32	32.94	0.27	27.2	0.61	17.58	141.17	87.05	55.76	113.63	23.44	0.23	0	0.55
CGGA_J030	84.07	70.96	27.99	7.49	8.79	0.77	0.05	29.56	12.31	0.1	1.98	0.22	3.12	41.87	4.24	0.27	87.8	6.79	1.42	0.14	0.47
CGGA_J130	55.15	241.71	16.92	39.2	28.4	8.98	0.63	170.85	46.93	0.17	39.84	0.27	29.88	247.22	44.09	12.2	95.29	20.55	0.5	0.23	1.05
CGGA_1005	37.24	51.3	9.72	18.63	14.5	2.87	0.28	32.29	9.6	0.12	17.89	0.27	13.38	60.55	31.52	24.29	81.87	14.02	1.03	0	0.61
CGGA_1013	162.31	117.25	22.89	14.32	11.7	1.83	0.29	40.9	18.78	0	5.75	0	8.58	45.36	54.87	34.94	152.08	25.39	1.14	1.55	0.09
CGGA_1020	253.47	116	51.22	45.31	48.17	9.61	0.8	86.77	31.28	0	0.46	0.71	0.32	148.52	23.67	2.62	183.15	22.89	2.2	0.1	0.48
CGGA_1027	648.82	145.13	58.18	33.7	18.55	8.11	1.32	142.88	45.56	0.35	1.38	3.04	0.47	185.49	19.63	1.33	130.41	34.9	16.3	0.17	0.83
